% File: interest_2-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'production coX', 'five offshore', 'NP NP', 'AB JJ', 'a share in a company or business'
'losses caused', 'payments debt', 'NNS VBN', 'NNS NN', 'money paid for the use of money'
'given banks', 'loans used', 'VBN NNS', 'NNS VBN', 'money paid for the use of money'
'postpone cash', 'payments', 'VBP NN', 'NNS', 'money paid for the use of money'
'sell cellular', 'southeast $', 'VB JJ', 'NP NN', 'a share in a company or business'
'bush Xs', 'cw ban', 'NP POS', 'NP NN', 'readiness to give attention'
'uXsX national', 'headed possibly', 'NP JJ', 'VBN RB', 'advantage, advancement or favor'
'% insurance', 'cieX navigation', 'NN NN', 'NP NP', 'a share in a company or business'
'end speculative', 'led flurries', 'VB JJ', 'VBN NNS', 'readiness to give attention'
'led flurries', 'stock past', 'VBN NNS', 'NN JJ', 'readiness to give attention'
'much-coveted insurance', 'hands powerful', 'JJ NN', 'NNS JJ', 'a share in a company or business'
'existing french', 'new holding', 'VBG JJ', 'JJ VBG', 'a share in a company or business'
'fixed rate', 'put loans', 'VBN NN', 'VB NNS', 'money paid for the use of money'
'said domestic', 'rates dropped', 'VBD JJ', 'NNS VBN', 'money paid for the use of money'
'uXsX', 'lies continuing', 'NP', 'VBZ VBG', 'advantage, advancement or favor'
'Xs industrial-gas', 'using proceeds', 'POS JJ', 'VBG NNS', 'a share in a company or business'
'annualized', 'rates certain', 'VBN', 'NNS JJ', 'money paid for the use of money'
'generated heavy', 'payments depreciation', 'VBN JJ', 'NNS NN', 'money paid for the use of money'
'rothschild sold', 'general partner', 'NP VBD', 'JJ NN', 'a share in a company or business'
'planning raise', '10 %', 'VBG VB', 'AB NN', 'a share in a company or business'
'corpX signals', 'handicapped workers', 'NP VBZ', 'JJ NNS', 'readiness to give attention'
'given pushing', 'rates trying', 'VBN VBG', 'NNS VBG', 'money paid for the use of money'
'sperandeo expects', 'rates rise', 'NP VBZ', 'NNS VB', 'money paid for the use of money'
'148 million', 'several oil', 'AB AB', 'JJ NN', 'a share in a company or business'
'% working', 'hartzog draw', 'NN VBG', 'NP NP', 'a share in a company or business'
'give company', '2,100 oil', 'VB NN', 'AB NN', 'a share in a company or business'
'6X5 million', 'payments due', 'AB AB', 'NNS JJ', 'money paid for the use of money'
'british thread', 'anti-competitive', 'JJ NN', 'JJ', 'a share in a company or business'
'tax minority', 'rose 4', 'NN NN', 'VBD AB', 'a share in a company or business'
'tax minority', 'extraordinary items', 'NN NN', 'JJ NNS', 'a share in a company or business'
'par plus', 'accrued redemption', 'NN CC', 'VBN NN', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'huge amounts', 'dollar Xs', 'JJ NNS', 'NN POS', 'money paid for the use of money'
'economy slows', 'rates fall', 'NN VBZ', 'NNS VB', 'money paid for the use of money'
'payments minority', 'rose 1X475', 'NNS NN', 'VBD AB', 'a share in a company or business'
'payment base', 'plus participation', 'NN JJ', 'CC NN', 'money paid for the use of money'
'accounted pooling', 'subject approval', 'VBN NN', 'JJ NN', 'a share in a company or business'
'supply reduces', 'rates', 'NN VBZ', 'NNS', 'money paid for the use of money'
'bundesbank raise', 'rates week', 'NP VB', 'NNS NN', 'money paid for the use of money'
'higher', 'rates abroad', 'JJR', 'NNS RB', 'money paid for the use of money'
'cut uXsX', 'rates part', 'VB NP', 'NNS NN', 'money paid for the use of money'
'multiples high', 'rates risen', 'NNS JJ', 'NNS VBN', 'money paid for the use of money'
'seeking postpone', 'payments nXt', 'VBG VB', 'NNS RB', 'money paid for the use of money'
'colleagues expressed', 'lower capital-gains', 'NNS VBN', 'JJR NNS', 'readiness to give attention'
'instead paying', '$ 60', 'RB VBG', 'NN AB', 'money paid for the use of money'
'% insurance', 'france Xs', 'NN NN', 'NP POS', 'a share in a company or business'
'fears higher', 'rates coming', 'NNS JJR', 'NNS VBG', 'money paid for the use of money'
'concerns uXkX', 'rates may', 'NNS NP', 'NNS MD', 'money paid for the use of money'
'meeting damping', 'stock trading', 'NN VBG', 'NN NN', 'readiness to give attention'
'', 'rates moved', '', 'NNS VBD', 'money paid for the use of money'
'west german', 'rates', 'JJ JJ', 'NNS', 'money paid for the use of money'
'back taxes', 'claimed favorable', 'JJ NNS', 'VBN JJ', 'money paid for the use of money'
'break cash', 'payments', 'NN NN', 'NNS', 'money paid for the use of money'
'20 %', 'call meeting', 'AB NN', 'VB NN', 'a share in a company or business'
'dealers lost', 'franchise', 'NNS VBN', 'NN', 'readiness to give attention'
'focused likelihood', 'rate increase', 'VBN NN', 'NN NN', 'money paid for the use of money'
'without', 'rate increase', 'IN', 'NN NN', 'money paid for the use of money'
'allowing additional', 'rates reduce', 'VBG JJ', 'NNS VB', 'money paid for the use of money'
'% working', 'acreage well', 'NN JJ', 'NN RB', 'a share in a company or business'
'60 %', 'aluminum energy', 'AB NN', 'NN NN', 'a share in a company or business'
'acquire controlling', 'harley-davidson seek', 'VB VBG', 'NP VB', 'a share in a company or business'
'explaining soviet', 'keen works', 'VBG JJ', 'JJ NNS', 'readiness to give attention'
'operating best', 'adoptee', 'VBG JJS', 'NN', 'advantage, advancement or favor'
'netherlands-based hcs', 'software hardware', 'JJ NP', 'NN NN', 'a share in a company or business'
'either principal', 'payments', 'DT NN', 'NNS', 'money paid for the use of money'
'nXt paid', 'medium-term long-term', 'RB VBD', 'JJ JJ', 'money paid for the use of money'
'banks security', 'assets extent', 'NNS NN', 'NNS NN', 'a share in a company or business'
'children paying', 'excess debt', 'NNS VBG', 'JJ NN', 'money paid for the use of money'
'value mortgage', 'deduction 15', 'NN NN', 'NN AB', 'money paid for the use of money'
'cir raised', 'olivetti 41', 'NP VBD', 'NP AB', 'a share in a company or business'
'recent unwelcome', 'stock', 'JJ JJ', 'NN', 'readiness to give attention'
'settlement tax', 'obligations resulting', 'NN NN', 'NNS VBG', 'money paid for the use of money'
'deferred recognition', 'income earned', 'VBN NN', 'NN VBN', 'money paid for the use of money'
'malato accrued', 'end suspension', 'NP JJ', 'VB NN', 'money paid for the use of money'
'money consumers', 'taxes totals', 'NN NNS', 'NNS VBZ', 'money paid for the use of money'
'justified best', 'shareowners customers', 'JJ JJS', 'NNS NNS', 'advantage, advancement or favor'
'dexter reduced', 'grafil 1987', 'NP VBD', 'NP AB', 'a share in a company or business'
'doughnut rate', '', 'NN NN', '', 'money paid for the use of money'
'X equity', 'calabasas califX-based', 'POS NN', 'NP JJ', 'a share in a company or business'
'half high', 'rates crimp', 'NN JJ', 'NNS VB', 'money paid for the use of money'
'protection swings', 'rates certain', 'NN NNS', 'NNS JJ', 'money paid for the use of money'
'enough information', 'potential foreign', 'JJ NN', 'JJ JJ', 'quality of causing attention to be given to'
'lack', 'latest bad', 'NN', 'JJS JJ', 'readiness to give attention'
'real inflation-adjusted', 'rates', 'JJ JJ', 'NNS', 'money paid for the use of money'
'raised overnight', 'rate government', 'VBD JJ', 'NN NN', 'money paid for the use of money'
'energy engineering', 'said takeover', 'NN NN', 'VBD NN', 'a share in a company or business'
'allowed domestic', 'rates fall', 'VBN JJ', 'NNS VB', 'money paid for the use of money'
'pushing', 'rates march', 'VBG', 'NNS NP', 'money paid for the use of money'
'double-b category', 'coverage thin', 'JJ NN', 'NN JJ', 'money paid for the use of money'
'unlikely change', 'rate policy', 'JJ NN', 'NN NN', 'money paid for the use of money'
'holding pattern', 'rates meeting', 'VBG NN', 'NNS NN', 'money paid for the use of money'
'debt carries', 'rate 14', 'NN VBZ', 'NN AB', 'money paid for the use of money'
'increase debt', 'expense rating', 'VB NN', 'NN NN', 'money paid for the use of money'
'big drop', 'rates jones', 'JJ NN', 'NNS NP', 'money paid for the use of money'
'', 'rates declined', '', 'NNS VBD', 'money paid for the use of money'
'percentage-point drop', 'rates year', 'JJ NN', 'NNS NN', 'money paid for the use of money'
'investors shown', 'uXsX stocks', 'NNS VBN', 'NP NNS', 'readiness to give attention'
'5 reaffirmed', 'acquiring cooper', 'AB VBD', 'VBG NP', 'readiness to give attention'
'country much', 'health care', 'NN RB', 'NN NN', 'advantage, advancement or favor'
'end fight', 'funds attached', 'VB NN', 'NNS VBN', 'readiness to give attention'
'tobacco insurance', '', 'NN NN', '', 'a share in a company or business'
'', 'rates fell', '', 'NNS VBD', 'money paid for the use of money'
'net', 'margin -', 'JJ', 'NN ?', 'money paid for the use of money'
'mclean vaX', 'defense work', 'NP NP', 'NN NN', 'a share in a company or business'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'60 %', 'kendall gold', 'AB NN', 'NP NN', 'a share in a company or business'
'manipulates short-term', 'rates', 'VBZ JJ', 'NNS', 'money paid for the use of money'
'traces', 'reforming fed', 'VBZ', 'VBG NP', 'readiness to give attention'
'moderate long-term', 'rates', 'JJ JJ', 'NNS', 'money paid for the use of money'
'raise short-term', 'rates yank', 'VB JJ', 'NNS VB', 'money paid for the use of money'
'immediate drop', 'rates financial', 'JJ NN', 'NNS JJ', 'money paid for the use of money'
'raising', 'rates high', 'VBG', 'NNS JJ', 'money paid for the use of money'
'easy money', 'rates means', 'JJ NN', 'NNS VBZ', 'money paid for the use of money'
'prices short-term', 'rate futures', 'NNS JJ', 'NN NNS', 'money paid for the use of money'
'portend rise', 'rates said', 'VB NN', 'NNS VBD', 'money paid for the use of money'
'higher', 'rates hurt', 'JJR', 'NNS VBP', 'money paid for the use of money'
'changes plus', 'payments', 'NNS CC', 'NNS', 'money paid for the use of money'
'lowering', 'rates enough', 'VBG', 'NNS RB', 'money paid for the use of money'
'soared speculation', 'rates continue', 'VBD NN', 'NNS VB', 'money paid for the use of money'
'picks strength', 'rates rise', 'VBZ NN', 'NNS VBP', 'money paid for the use of money'
'bank expects', 'rate federal', 'NP VBZ', 'NN JJ', 'money paid for the use of money'
'happens real', 'rates rates', 'VBZ JJ', 'NNS NNS', 'money paid for the use of money'
'yet growing', 'western businesses', 'RB VBG', 'JJ NNS', 'readiness to give attention'
'action protect', 'already notified', 'NN VB', 'RB VBN', 'advantage, advancement or favor'
'said Xs', 'self-regulator avoid', 'VBD VBZ', 'NN VB', 'advantage, advancement or favor'
'sandner Xs', 'abs shortly', 'NP POS', 'NP RB', 'a share in a company or business'
'1988 indirect', 'abs nXt', 'AB JJ', 'NP RB', 'a share in a company or business'
'never allow', 'influence thinking', 'RB VB', 'VB NN', 'advantage, advancement or favor'
'55 %', 'business', 'AB NN', 'NN', 'a share in a company or business'
'recent expressions', 'company ronald', 'JJ NNS', 'NN NP', 'readiness to give attention'
'least equity', 'MGMNP jvcvictor', 'JJS NN', '? NP', 'a share in a company or business'
'resigned pursue', '', 'VBD VB', '', 'activity, etc. that one gives attention to'
'personal community', 'including ballet', 'JJ NN', 'VBG NP', 'activity, etc. that one gives attention to'
'german japanese', 'rates damp', 'JJ JJ', 'NNS VB', 'money paid for the use of money'
'says lower', 'rates relieve', 'VBZ VB', 'NNS VB', 'money paid for the use of money'
'west german', 'rates', 'JJ JJ', 'NNS', 'money paid for the use of money'
'reckons uXsX', 'rates set', 'VBZ NP', 'NNS VBN', 'money paid for the use of money'
'germans increase', 'rates significantly', 'NPS VB', 'NNS RB', 'money paid for the use of money'
'resorts suspended', 'payments bonds', 'NPS VBN', 'NNS NNS', 'money paid for the use of money'
'rumors possible', 'bass family', 'NNS JJ', 'NP NN', 'readiness to give attention'
'takeover speculation', 'nXt necessarily', 'NN NN', 'RB RB', 'readiness to give attention'
'', 'rates climbed', '', 'NNS VBD', 'money paid for the use of money'
'steers market', 'rates still', 'VBZ NN', 'NNS RB', 'money paid for the use of money'
'boost uXkX', 'rates', 'NN NP', 'NNS', 'money paid for the use of money'
'government Xs', 'served prohibiting', 'NN POS', 'VBN VBG', 'advantage, advancement or favor'
'discuss common', 'cutting capital', 'VB JJ', 'VBG NN', 'advantage, advancement or favor'
'also expressed', '', 'RB VBN', '', 'readiness to give attention'
'select principal', 'reduction options', 'VB NN', 'NN NNS', 'money paid for the use of money'
'payments principal', '$ 633X9', 'NNS NN', 'NN AB', 'money paid for the use of money'
'currently paying', 'debt principal', 'RB VBG', 'NN JJ', 'money paid for the use of money'
'tax minority', 'profit attributable', 'NN NN', 'NN JJ', 'a share in a company or business'
'charges minority', 'totaled #', 'NNS NN', 'VBD NN', 'a share in a company or business'
'pressured high', 'rates related', 'JJ JJ', 'NNS JJ', 'money paid for the use of money'
'aware takeover', 'company', 'JJ NN', 'NN', 'readiness to give attention'
'squeeze net', 'margins -', 'NN JJ', 'NNS ?', 'money paid for the use of money'
'Xs net', 'margin narrowed', 'POS JJ', 'NN VBD', 'money paid for the use of money'
'uXsX possible', 'marketing drug', 'NP JJ', 'VBG NN', 'readiness to give attention'
'american Xs', 'deal motivated', 'NP POS', 'NN VBN', 'readiness to give attention'
'aware', 'financial buyers', 'JJ', 'JJ NNS', 'readiness to give attention'
'house capitalize', 'hong kong', 'NN VB', 'NP NP', 'readiness to give attention'
'Xs lot', 'hong kong', 'VBZ NN', 'NP NP', 'readiness to give attention'
'uic attracting', 'overseas investors', 'NP VBG', 'JJ NNS', 'readiness to give attention'
'directly holds', '105 40', 'RB VBZ', 'AB AB', 'a share in a company or business'
'biggest companies', 'brewing financial', 'JJS NNS', 'NN JJ', 'a share in a company or business'
'means protecting', '', 'NN VBG', '', 'advantage, advancement or favor'
'pursue sale', 'showtime networks', 'VB NN', 'NP NPS', 'a share in a company or business'
'allow lower', 'costs significantly', 'VB VB', 'NNS RB', 'money paid for the use of money'
'mrX Xs', 'politics faded', 'NP POS', 'NNS VBD', 'readiness to give attention'
'12 %', 'enron oil', 'AB NN', 'NP NP', 'a share in a company or business'
'mark iv', 'company also', 'NP NP', 'NN RB', 'readiness to give attention'
'plus accrued', 'redemption date', 'CC JJ', 'NN NN', 'money paid for the use of money'
'artra', 'fashion jewelry', 'NP', 'NN NN', 'a share in a company or business'
'merck research', 'angiotensin ii', 'NP NN', 'NN AB', 'activity, etc. that one gives attention to'
'set tuesday', 'paid quarterly', 'VBN NP', 'VBN RB', 'money paid for the use of money'
'1989 current', 'bonds due', 'AB JJ', 'NNS JJ', 'money paid for the use of money'
'% current', 'bonds tentatively', 'NN JJ', 'NNS RB', 'money paid for the use of money'
'foreign annual', 'rates guide', 'JJ JJ', 'NNS NN', 'money paid for the use of money'
'necessarily best', 'says', 'RB JJS', 'VBZ', 'advantage, advancement or favor'
'securities sparking', 'otherwise quiet', 'NNS VBG', 'RB JJ', 'readiness to give attention'
'yields rise', 'rates fall', 'NNS VBP', 'NNS VBP', 'money paid for the use of money'
'prices drop', 'rates soared', 'NNS VB', 'NNS VBD', 'money paid for the use of money'
'notes priced', 'rate float', 'NNS VBN', 'NN VB', 'money paid for the use of money'
'17 %', 'payments repay', 'AB NN', 'NNS VB', 'money paid for the use of money'
'annual', 'payments $', 'JJ', 'NNS NN', 'money paid for the use of money'
'meant smaller', 'payments provided', 'VBN JJR', 'NNS VBN', 'money paid for the use of money'
'reserve lower', 'rates make', 'NP VB', 'NNS VB', 'money paid for the use of money'
'counts revenue', 'escrow account', 'VBZ NN', 'NN NN', 'money paid for the use of money'
'let uXsX', 'rates slip', 'VB NP', 'NNS VB', 'money paid for the use of money'
'foreign voting', 'nXt exceed', 'JJ NN', 'RB VB', 'a share in a company or business'
