% File: interest_whole-phrase.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'james harmon 30-year veteran securities business chairman wertheim schroder AND coX says wall street today generally placed pursuit fees best', 'clients', 'NP NP JJ NN NNS NN NN NP NP CC NP VBZ NP NP NN RB VBN NN NNS JJS', 'NNS', 'advantage, advancement or favor'
'economy Xs unexpected sluggishness dollar Xs continued strength likely force federal reserve cut', 'rates coming weeks analysts say', 'NN POS JJ NN NN POS VBN NN JJ VB NP NP VB', 'NNS VBG NNS NNS VBP', 'money paid for the use of money'
'thus many investment managers buying mainly shorter-term issues due five years less think long-term', 'rates nXt fall much short-term rates', 'RB JJ NN NNS VBG RB JJ NNS JJ AB NNS JJR VBP JJ', 'NNS RB VB RB JJ NNS', 'money paid for the use of money'
'expects fed drive', 'rate federal funds overnight loans among banks 8 34 % 9 % coming weeks', 'VBZ NP VB', 'NN JJ NNS JJ NNS IN NNS AB AB NN AB NN VBG NNS', 'money paid for the use of money'
'certainly increases odds', 'rates move lower soon', 'RB VBZ NNS', 'NNS VB RBR RB', 'money paid for the use of money'
'', 'rates tumbled news september employment report showed unexpected economic weakness', '', 'NNS VBD NN NP NN NN VBD JJ JJ NN', 'money paid for the use of money'
'short-term', 'rates fell especially sharply', 'JJ', 'NNS VBD RB RB', 'money paid for the use of money'
'paper work finished underwriter escorts company Xs executives around country drum', 'shares', 'NN NN VBN NN VBZ NN POS NNS IN NN VB', 'NNS', 'readiness to give attention'
'sharp rise european', 'rates last week increases throughout year crimp metals demand dealers say', 'JJ NN JJ', 'NNS JJ NN NNS IN NN VB NNS NN NNS VBP', 'money paid for the use of money'
'combination higher costs raw materials strain high real', 'rates leave consumers little choice keep raw material inventories possible dealers say', 'NN JJR NNS JJ NNS NN JJ JJ', 'NNS VBP NNS JJ NN VB JJ NN NNS JJ NNS VBP', 'money paid for the use of money'
'looking ahead commodity markets week copper traders watching today Xs london metal exchange Xs report copper stocks warehouses usual', '', 'VBG RB NN NNS NN NN NNS VBG NN POS NP NP NP POS NN NN NNS NNS JJ', '', 'readiness to give attention'
'', 'stocks nXt fully restored became apparent 1988 crash nXt send economy recession', '', 'NNS RB RB VBN VBD JJ AB NN RB VB NN NN', 'readiness to give attention'
'instead looking', 'rates inflation earnings projections leveraged buy-out merger offers drove stock market based much cash target company generate pay loans financed acquisition', 'RB VBG', 'NNS NN NN NNS JJ NN NN NNS VBD NN NN VBN JJ NN NN NN VB VB NNS VBD NN', 'money paid for the use of money'
'friday Xs market activity optimism prospects lower', 'rates helped push jones industrial average 11X96 week industrials climbed 92X70 points - biggest weekly point advance since 114X86 points week ended june 3 1988', 'NP POS NP NP NN NNS JJR', 'NNS VBD VB NP NP NP AB NN NNS VBD AB NNS ? JJS JJ NN NN IN AB NNS NN VBD NP AB AB', 'money paid for the use of money'
'speculation federal reserve soon take another step lower', 'rates', 'NN NP NP RB VB DT NN VB', 'NNS', 'money paid for the use of money'
'chevron continued climb takeover restructuring speculation including rumors british petroleum may accumulating shares may', 'buying company Xs west coast oil refineries', 'NP VBD NN NN VBG NN VBG NNS NP NP MD VBG NNS MD', 'VBG NN POS NP NP NN NNS', 'readiness to give attention'
'fed resisting pressure cut', 'rates though analysts say reduction likely coming weeks economy Xs unexpected sluggishness dollar Xs continued strength', 'NP VBG NN VB', 'NNS IN NNS VBP NN JJ VBG NNS NN POS JJ NN NN POS VBN NN', 'money paid for the use of money'
'piled $ 1X3 billion debt much falling due short term effectively borrowing pay', 'dividends', 'VBN NN AB AB NN JJ VBG JJ JJ NN RB VBG VB', 'NNS', 'money paid for the use of money'
'1991 northrop pay lenders $ 180 million along annual', '$ 120 million', 'AB NP VB NNS NN AB AB IN JJ', 'NN AB AB', 'money paid for the use of money'
'richard goldberg attorney partnership group noted shares trading $ 4s group Xs original offer stock fall partnership loses', '', 'NP NP NN NN NN VBD NNS VBG NN AB NN POS JJ NN NN VB NN VBZ', '', 'readiness to give attention'
'analysts said fear higher', 'rates prompted investors sell large-capitalization issues driven excess liquidity market favor smaller companies', 'NNS VBD NN JJR', 'NNS VBD NNS VB JJ NNS VBN JJ NN NN NN JJR NNS', 'money paid for the use of money'
'surge buying', 'jaguar saatchi AND saatchi materialized push prices', 'NN VBG', 'NP NP CC NP VBD VB NNS', 'readiness to give attention'
'players said rise', 'rates though undesirable help damp uXkX inflationary pressures', 'NNS VBD NN', 'NNS IN JJ VB VB NP JJ NNS', 'money paid for the use of money'
'chancellor exchequer nigel lawson going high', 'rate medicine well make tonic strong one dealer said', 'NP NP NP NP VBG JJ', 'NN NN RB VB NN JJ AB NN VBD', 'money paid for the use of money'
'guinness climbed 25 597 followthrough buying strong interim earnings report thursday growing perception 24 % beneficial', 'french luxury goods maker louis vuitton moet hennessey prove good investment', 'NP VBD AB AB JJ NN JJ JJ NNS NN NP VBG NN AB NN JJ', 'JJ NN NNS NN NP NP NP NP VB JJ NN', 'a share in a company or business'
'bullish dollar sentiment appears strong enough survive gradual reduction uXsX', 'rates', 'JJ NN NN VBZ JJ RB VB JJ NN NP', 'NNS', 'money paid for the use of money'
'meanwhile many government-bond funds found portfolio values eroded rising', 'rates', 'RB JJ NN NNS VBD NN NNS VBN VBG', 'NNS', 'money paid for the use of money'
'investors managed eke positive total return - price change plus', 'income - *interest checks received quarter', 'NNS VBD VB JJ NN NN ? NN NN CC', 'NN ? NN NNS VBD NN', 'money paid for the use of money'
'', 'payments included losses narrowed 1X27 % - still worst quarter nearly two years', '', 'NNS VBN NNS VBD AB NN ? RB JJS NN RB AB NNS', 'money paid for the use of money'
'rising', 'rates meanwhile battered government funds whose value fell average 1X37 % quarter *interest payments', 'VBG', 'NNS RB VBN NN NNS WP NN VBD NN AB NN NN NN NNS', 'money paid for the use of money'
'values government bond funds fall', 'rates rise', 'NNS NN NN NNS VBP', 'NNS VB', 'money paid for the use of money'
'hardest hit zero-coupon bond funds invest bonds sold deep discount nXt pay', 'mature', 'RBS VBN NN NN NNS VBP NNS VBN JJ NN RB VB', 'VBP', 'money paid for the use of money'
'', 'rates rising bit quarter funds shortest maturities - hence least *interest-rate risk-benefited', '', 'NNS VBG NN NN NNS JJS NNS ? RB JJS NN NN', 'money paid for the use of money'
'major reason expected softening economy accompanied lower', 'rates', 'JJ NN VBN NN NN VBN JJR', 'NNS', 'money paid for the use of money'
'backfire course', 'rates rise instead', 'VB NN', 'NNS VBP RB', 'money paid for the use of money'
'army allow congress gives $ 5 million year train civilians function national', 'case war apparently assumption next war involve rifles rather missiles', 'NP VB NP VBZ NN AB AB NN VB NNS VB JJ', 'NN NN RB NN JJ NN VB NNS RB NNS', 'advantage, advancement or favor'
'given slowing growth personal income continued high personal debt levels high', 'rates durable-goods sales likely continue sluggish added', 'VBN NN NN JJ NN VBD JJ JJ NN NNS JJ', 'NNS NNS NNS JJ VB JJ VBD', 'money paid for the use of money'
'dallas company attributed strong', 'women Xs sportswear back-to-school merchandise', 'NP NN VBD JJ', 'NNS POS NN JJ NN', 'readiness to give attention'
'non-steel', 'currently contribute 3X5 billion marks group sales planned rise 5 6 billion marks mid-1990s mrX gienow said', 'JJ', 'RB VBP AB AB NNS NN NNS VBN VB AB AB AB NNS AB NP NP VBD', 'a share in a company or business'
'company holds view despite declining prices several steel product areas despite britain Xs high', 'rates', 'NN VBZ NN IN VBG NNS JJ NN NN NNS IN NP POS JJ', 'NNS', 'money paid for the use of money'
'', 'acquiring bX altman AND coX since january mrX sigoloff said interview', '', 'VBG NP NP CC NP IN NP NP NP VBD NN', 'readiness to give attention'
'houston robert sakowitz chief executive sakowitz incX said continuing discuss possibility buying lXjX hooker Xs majority', 'specialty chain', 'NP NP NP NN NN NP NP VBD VBG VB NN VBG NP NP POS NN', 'NN NN', 'a share in a company or business'
'lXjX hooker already sold majority', 'parisian incX southern department store chain management', 'NP NP RB VBN NN', 'NP NP JJ NN NN NN NN', 'a share in a company or business'
'firm racing complete transaction octX 15 deadline avoid bankruptcy filing failed make', 'payments june nearly $ 1 billion debt', 'NN VBG VB NN NP AB NN VB NN NN VBN VB', 'NNS NP RB NN AB AB NN', 'money paid for the use of money'
'septX 30 fedders short-term debt long-term debt around $ 53 million average', 'rate 9X3 % leaving ample borrowing capacity executive said', 'NP AB NNS JJ NN JJ NN IN NN AB AB JJ', 'NN AB NN VBG JJ NN NN NN VBD', 'money paid for the use of money'
'maxus energy corpX said sold 10 %', 'production-sharing contract indonesia repsol exploracion sXaX spain $ 100 million', 'NP NP NP VBD VBD AB NN', 'NN NN NP NP NP NP NP NN AB AB', 'a share in a company or business'
'oil gas concern said sale lowered', 'contract 24X3 % 34X3 % increasing repsol Xs *interest 12X45 %', 'NN NN NN VBD NN VBD', 'NN AB NN AB NN VBG NP POS NN AB NN', 'a share in a company or business'
'oil gas concern said sale lowered *interest contract 24X3 % 34X3 % increasing repsol Xs', '12X45 %', 'NN NN NN VBD NN VBD NN NN AB NN AB NN VBG NP POS', 'AB NN', 'a share in a company or business'
'sale allows retain sizable', 'northwest java contract area increasing financial flexibility said charles blackburn chairman chief executive maxus', 'NN VBZ VB JJ', 'NP NP NN NN VBG JJ NN VBD NP NP NN JJ NN NP', 'a share in a company or business'
'whatever case public', 'herbal medicine rising', 'WDT NN JJ', 'JJ NN VBG', 'readiness to give attention'
'many people media cover working brokers advisers planners absolutely keep clients X best', 'priority actively live exemplary ethical lives', 'JJ NNS NNS VB VBG NNS NNS NNS RB VBP NNS POS JJS', 'NN RB VB JJ JJ NNS', 'advantage, advancement or favor'
'loan pricing private firm sells data commercial loan market cited higher', 'rates junk bonds one factor causing borrowers turn short-term bank loans', 'NP NP JJ NN VBZ NNS JJ NN NN VBD JJR', 'NNS NN NNS AB NN VBG NNS VB JJ NN NNS', 'money paid for the use of money'
'well-publicized troubles large issuers high-yield corporate bonds sent', 'rates issues climbing new highs relative government debt', 'JJ NNS JJ NNS JJ JJ NNS VBN', 'NNS NNS VBG JJ NNS JJ NN NN', 'money paid for the use of money'
'declining after-tax profits higher corporate', 'payments moderating spending consumers retard growth businesses X cash flow 1990 according forecast', 'VBG JJ NNS JJR JJ', 'NNS VBG NN NNS VB NN NNS POS NN NN AB VBG NN', 'money paid for the use of money'
'others look federal reserve ease short-term', 'rates soon giving stocks another upward boost', 'NNS VBP NP NP VB JJ', 'NNS RB VBG NNS DT JJ NN', 'money paid for the use of money'
'uXsX currency dropped briefly yesterday west germany Xs bundesbank announced pushing', 'rates full percentage point quickly recovered moved higher', 'NP NN VBD RB NN NP NP POS NP VBD VBG', 'NNS JJ NN NN RB VBD VBD RBR', 'money paid for the use of money'
'started push powerful owners alcohol mills using political influence withhold', 'payments state bank', 'VBD VB JJ NNS NN NNS VBG JJ NN VB', 'NNS NN NN', 'money paid for the use of money'
'beauty brazilian corporativism political alliances made among socialists capitalists share mutual goal maintaining protected', '', 'NN JJ NN JJ NNS VBN IN NNS NNS VBP JJ NN VBG JJ', '', 'advantage, advancement or favor'
'also said expects', 'rates drop usually works everyone Xs favor', 'RB VBD VBZ', 'NNS VB RB VBZ NN POS NN', 'money paid for the use of money'
'attributed activity drop', 'rates', 'VBD NN NN', 'NNS', 'money paid for the use of money'
'', 'bonds due 2022 series 11 subject tax', '', 'NNS JJ AB NN AB JJ NN', 'money paid for the use of money'
'capital citiesabc video enterprises incX example recently bought sizable minority', 'telemunchen west german production company believed looking similar investments france spain', 'NP NP NP NPS NP NN RB VBD JJ NN', 'NP JJ JJ NN NN VBN VBG JJ NNS NP NP', 'a share in a company or business'
'', 'uniformity large part likely federal', '', 'NN JJ NN JJ JJ', 'advantage, advancement or favor'
'supply highest since 1983 10,000 houses clogged market high', 'rates', 'NN JJS IN AB AB NNS VBD NN JJ', 'NNS', 'money paid for the use of money'
'mrX gates 46 years old native kansan developed deep', 'eastern europe soviet union college', 'NP NP AB NNS JJ JJ NP VBD JJ', 'NP NP NP NP NN', 'readiness to give attention'
'despite long', 'soviet union mrX gates nXt actually visit country year left intelligence business moved new role mrX scowcroft Xs deputy', 'IN JJ', 'NP NP NP NP RB RB VB NN NN VBD NN NN VBD JJ NN NP NP POS NN', 'readiness to give attention'
'uXsX european bankers argued proposed settlement nXt include sufficient enhancements - government international agency funds assurances guarantees - compensate losses take opt offer mexico cuts debt', 'payments', 'NP JJ NNS VBN VBN NN RB VB JJ NNS ? NN JJ NN NNS NNS NNS ? VB NNS VB VBP VB NP NNS NN', 'NNS', 'money paid for the use of money'
'proposed agreement gives banks option cutting debt', 'payments providing new loans', 'VBN NN VBZ NNS NN VBG NN', 'NNS VBG JJ NNS', 'money paid for the use of money'
'officials cbs incX capital citiesabc incX said stations nXt expressed', 'moving prime time', 'NNS NP NP NP NP NP VBD NNS RB VBN', 'VBG JJ NN', 'readiness to give attention'
'remainder debt', '', 'NN NN', '', 'money paid for the use of money'
'underlying bill provides estimated $ 592 million agricultural research service laced parochial', '', 'VBG NN VBZ VBN NN AB AB NP NP NP VBN JJ', '', 'advantage, advancement or favor'
'boston-based utility said instructed trustee offer buy bonds price exceeding par plus accrued', 'purchase date', 'JJ NN VBD VBD NN VB VB NNS NN VBG NN CC VBN', 'NN NN', 'money paid for the use of money'
'bears say harcourt Xs cash annual', 'bill $ 155 million', 'NNS VBP NP POS NN JJ', 'NN NN AB AB', 'money paid for the use of money'
'figures nXt include', '$ 600 million zero-coupon bonds pay-in-kind bonds *interest paid form additional securities', 'NNS RB VB', 'NN AB AB NN NNS JJ NNS NN VBN NN JJ NNS', 'money paid for the use of money'
'harcourt start paying cash', 'several years', 'NP VB VBG NN', 'JJ NNS', 'money paid for the use of money'
