% File: interest_4-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'express people', 'certificates receive detailed prospectus', 'VBP NNS', 'NNS VBP VBN NN', 'readiness to give attention'
'big obviously express american', 'protecting reputation', 'JJ RB NP NP', 'VBG NN', 'advantage, advancement or favor'
'first-year eye-catching augmented appeal', 'rate 12 %', 'JJ JJ VBN NN', 'NN AB NN', 'money paid for the use of money'
'offer', 'rates fixed time purchase', 'VBP', 'NNS VBN NN NN', 'money paid for the use of money'
'Xs committee objects among', '', 'POS NN NNS IN', '', 'activity, etc. that one gives attention to'
'high seeking brokers deposit', 'rates contributed current sANDl', 'JJ VBG NNS NN', 'NNS VBD JJ NP', 'money paid for the use of money'
'pay securities zero-coupon notes', 'periodically', 'VB NNS JJ NNS', 'RB', 'money paid for the use of money'
'current series 1989 bonds', 'bonds due 1993-1999 2009', 'JJ NP AB NNS', 'NNS JJ AB AB', 'money paid for the use of money'
'', 'bonds treated preference item', '', 'NNS VBN NN NN', 'money paid for the use of money'
'make homeowners amortization negative', 'shortfalls cash', 'VB NNS NN JJ', 'NNS NN', 'money paid for the use of money'
'great express foresters', 'knowing redwoods mention oregon', 'JJ VBP NNS', 'VBG NNS VBP NP', 'readiness to give attention'
'uXkX fears sharpened pound', 'rates soon rise', 'NP NNS VBD NN', 'NNS RB VB', 'money paid for the use of money'
'prospective said', 'rate increase bundesbank already', 'JJ VBD', 'NN NN NP RB', 'money paid for the use of money'
'investor', 'yesterday centered companies whose', 'NN', 'NN VBD NNS WP', 'readiness to give attention'
'investor', 'blossomed early trading dried', 'NN', 'VBD JJ VBG VBN', 'readiness to give attention'
'german west increase', 'rates put pressure uXkX', 'JJ JJ NN', 'NNS VB NN NP', 'money paid for the use of money'
'brewing buying *interested goldsmith', 'leisure food drinks giant', 'NN VBG VBN NP', 'NN NN NNS NN', 'a share in a company or business'
'return total slim eke', 'income', 'NN JJ JJ VB', 'NN', 'money paid for the use of money'
'rising', 'rates also hammered aggressive', 'VBG', 'NNS RB VBD JJ', 'money paid for the use of money'
'pay nXt discount deep', 'mature thus affected bond', 'VB RB NN JJ', 'VBP RB VBN NN', 'money paid for the use of money'
'rising months 15 despite', 'rates', 'VBG NNS AB IN', 'NNS', 'money paid for the use of money'
'signs inflationary predict economists', 'rates remain high possibly', 'NNS JJ VBP NNS', 'NNS VB JJ RB', 'money paid for the use of money'
'short-term push bundesbank Xs', 'rates higher today safe', 'JJ VB NP POS', 'NNS RBR NN JJ', 'money paid for the use of money'
'personal pursue left 51', '', 'JJ VB VBD AB', '', 'activity, etc. that one gives attention to'
'meet sales steady generate', 'payments valued highly buy-out', 'VB NNS JJ VB', 'NNS VBN RB NN', 'money paid for the use of money'
'hefty incurred nXt months', 'expense debt load', 'JJ VBN RB NNS', 'NN NN NN', 'money paid for the use of money'
'academic moves project genome', '', 'JJ VBZ NN NN', '', 'readiness to give attention'
'security maintaining protect banks', 'property participating management suggests', 'NN VBG VB NNS', 'NN VBG NN VBZ', 'a share in a company or business'
'draw studies overseas', 'colleges fall', 'VBP NNS JJ', 'NNS NN', 'readiness to give attention'
'sheer japanese taking people', 'says pace university Xs', 'JJ NP VBG NNS', 'VBZ NP NP POS', 'readiness to give attention'
'german increase expects market', 'rates', 'JJ NN VBZ NN', 'NNS', 'money paid for the use of money'
'short-term said editor Xs', 'rates picked little steam', 'JJ VBD NN POS', 'NNS VBN JJ NN', 'money paid for the use of money'
'think managers money professional', 'rates headed', 'VBP NNS NN JJ', 'NNS VBN', 'money paid for the use of money'
'assumes yield compound', 'rate remains unchanged year', 'VBZ NN NN', 'NN VBZ JJ NN', 'money paid for the use of money'
'% 3 plus amount', '', 'NN AB IN NN', '', 'money paid for the use of money'
'personal professional consistent market', '', 'JJ JJ JJ NN', '', 'activity, etc. that one gives attention to'
'buy agreed corpX comcast', 'pay-per-view network incX Xs', 'VB VBD NP NP', 'NP NP NP VBZ', 'a share in a company or business'
're-evaluate resigned brown mrX', 'goals explore number possibilities', 'JJ VBD NP NP', 'NNS VB NN NNS', 'activity, etc. that one gives attention to'
'changes sensitive issues stocks', 'rates biggest gainers tuesday', 'NNS JJ NNS NNS', 'NNS JJS NNS NP', 'money paid for the use of money'
'high brought conditions trading', 'rates rising wage settlements', 'JJ VBD NNS NN', 'NNS VBG NN NNS', 'money paid for the use of money'
'stirred tuesday 52-week hit', 'among bottom-fishers', 'VBD NP JJ VBD', 'IN NNS', 'readiness to give attention'
'exchange client orleans new', 'reconstructed restaurant', 'NN NN NP NP', 'JJ NN', 'a share in a company or business'
'important funds protect asking', '', 'JJ NNS VB VBG', '', 'advantage, advancement or favor'
'perth newspaper australian west', 'bell resources ltd', 'NP NN JJ JJ', 'NP NP NP', 'a share in a company or business'
'unpaid accrued 1999 due', 'together 1989 coupon attached', 'JJ JJ AB JJ', 'RB AB NN VBN', 'money paid for the use of money'
'make failed june businesses', 'payments nearly $ 1', 'VB VBD NP NNS', 'NNS RB NN AB', 'money paid for the use of money'
'foreign economy news awaited', 'rates', 'JJ NN NN VBD', 'NNS', 'money paid for the use of money'
'general midwest say', 'keeping american manufacturing base', 'JJ NP VB', 'VBG JJ NN NN', 'readiness to give attention'
'allow policy monetary easing', 'rates somewhat lower weaken', 'VB NN JJ VBG', 'NNS RB JJR VB', 'money paid for the use of money'
'increase possible braced investors', 'rates', 'NN JJ VBD NNS', 'NNS', 'money paid for the use of money'
'stirring issue crew-pairing', 'among safety investigators flight', 'VBG NN JJ', 'IN NN NNS NP', 'readiness to give attention'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'high said bank state', 'rates recent poor australian', 'JJ VBD NP NP', 'NNS JJ JJ JJ', 'money paid for the use of money'
'annual foreign uXsX key', 'rates guide general levels', 'JJ JJ NP JJ', 'NNS NN JJ NNS', 'money paid for the use of money'
'accrued plus amount principal', 'novX 15', 'JJ CC NN JJ', 'NP AB', 'money paid for the use of money'
'revival way paved struggle', 'theology religious philosophy general', 'NN NN VBN NN', 'NN JJ NN JJ', 'readiness to give attention'
'difference vast noting ecpa', 'gleefully remarked difficulties atheist', 'NN JJ VBG NP', 'RB VBD NNS JJ', 'readiness to give attention'
'unsecured vaX richmond bank', 'rates prime rate', 'JJ NP NP NP', 'NNS JJ NN', 'money paid for the use of money'
'reduced government federal dm7,000', 'rate', 'JJ NN JJ AB', 'NN', 'money paid for the use of money'
'congressional exploit company nXt', 'bolar', 'JJ VB NN RB', 'NP', 'readiness to give attention'
'study find fda going', 'warner-lambert official says', 'NN VB NP VBG', 'NP NN VBZ', 'quality of causing attention to be given to'
'increasing counting Xs says', 'americans things soviet boost', 'VBG VBG VBZ VBZ', 'NPS NNS JJ VB', 'readiness to give attention'
'expressed nepalese', 'obtaining weapons 25,000-man army', 'VBN NPS', 'VBG NNS JJ NN', 'readiness to give attention'
'controlling acquire agreement signed', 'management clyde cablevision ltdX', 'JJ VB NN VBD', 'NN NP NP NP', 'a share in a company or business'
'short-term cut reserve federal', 'rates turn boost corporate', 'JJ VB NP NP', 'NNS NN VB JJ', 'money paid for the use of money'
'cut able nXt reserve', 'rates fast enough offset', 'VB JJ RB NP', 'NNS RB RB VB', 'money paid for the use of money'
'key raise bank central', 'rates least half percentage', 'JJ VB NN NN', 'NNS JJS DT NN', 'money paid for the use of money'
'higher', 'rates abroad tend make', 'JJR', 'NNS RB VBP VB', 'money paid for the use of money'
'best offering stock whether', 'mrX wisner shareholders unanswerable', 'JJS NN NN IN', 'NP NP NNS JJ', 'advantage, advancement or favor'
'reported extent offset taxpayers', 'earned foreign-exchange holdings', 'VBN NN VBN NNS', 'VBN NN NNS', 'money paid for the use of money'
'pushing policy Xs fed', 'rates march 1988 march', 'VBG NN POS NP', 'NNS NP AB NP', 'money paid for the use of money'
'influenced closely sectors two', 'rates purchases frequently financed', 'VBN RB NNS AB', 'NNS NNS RB VBN', 'money paid for the use of money'
'Xs ford motors general', 'european luxury-car maker', 'POS NP NPS NP', 'JJ NN NN', 'readiness to give attention'
'expressed companies', 'buying significant stake jaguar', 'VBN NNS', 'VBG JJ NN NP', 'readiness to give attention'
'keep shortages', 'pumped nintendo products analysts', 'VBP NNS', 'VBD NP NNS NNS', 'readiness to give attention'
'average', 'rate inched 8X793 %', 'JJ', 'NN VBD AB NN', 'money paid for the use of money'
'especially companies many plunged', 'declining property market financial', 'RB NNS JJ VBD', 'VBG NN NN JJ', 'a share in a company or business'
'franchise york new Xs', '$ 1X9 billion', 'NN NP NP POS', 'NN AB AB', 'a share in a company or business'
'large tennessee kentucky alabama', 'biggest market all-new york', 'JJ NP NP NP', 'JJS NN NP NP', 'a share in a company or business'
'Xs metromedia buy refusal', 'analysts expect lin exercise', 'POS NP VB NN', 'NNS VBP NP VB', 'a share in a company or business'
'voting % 50 acquire', '45X67 % equity *interest', 'NN NN AB VB', 'AB NN NN NN', 'a share in a company or business'
'equity % 45X67 *interest', 'new york city non-wireline', 'NN NN AB NN', 'NP NP NP JJ', 'a share in a company or business'
'voting % 50 owns', '45 % equity *interest', 'NN NN AB VBZ', 'AB NN NN NN', 'a share in a company or business'
'equity % 45 *interest', 'franchise', 'NN NN AB NN', 'NN', 'a share in a company or business'
'expressed franchise york new', 'attaining remainder market merged', 'VBN NN NP NP', 'VBG NN NN JJ', 'readiness to give attention'
'york new Xs metromedia', '', 'NP NP POS NP', '', 'a share in a company or business'
'Xs metromedia york-based new', 'bellsouth object price', 'POS NP JJ NP', 'NP VB NN', 'a share in a company or business'
'Xs metromedia acquire mccaw', 'ironic thing mccaw end', 'POS NP VB NP', 'JJ NN NP VB', 'a share in a company or business'
'addition', 'las vegas real estate', 'NN', 'NP NP JJ NN', 'a share in a company or business'
'hold individuals million 12', 'partnerships everything shopping centers', 'VBP NNS AB AB', 'NNS NN NN NNS', 'a share in a company or business'
'payers numbers employer security', 'dividends', 'NNS NNS NN NP', 'NNS', 'money paid for the use of money'
'private X doctors promote', 'exempt funds exempt holding', 'JJ POS NNS VBP', 'JJ NNS JJ VBG', 'activity, etc. that one gives attention to'
'equity million 68X3 $', 'australian operations repayment certain', 'NN AB AB NN', 'JJ NNS NN JJ', 'a share in a company or business'
'uXkX possible concern immediate', 'rate increase', 'NP JJ NN JJ', 'NN NN', 'money paid for the use of money'
'investor attracted issues two', 'strong earning prospects new', 'NN VBD NNS AB', 'JJ NN NNS JJ', 'readiness to give attention'
'uXkX higher fears though', 'rates still prevalent market', 'NP JJR NNS IN', 'NNS RB JJ NN', 'money paid for the use of money'
'effect worry markets financial', 'rates federal reserve policy', 'NN VBP NNS JJ', 'NNS NP NP NN', 'money paid for the use of money'
'investor considerable attracted also', '', 'NN JJ VBN RB', '', 'readiness to give attention'
'indicated group commented whittaker', 'investors', 'VBN NN VBD NP', 'NNS', 'readiness to give attention'
'february deferred payment first', 'charge promotion', 'NP VBN NN JJ', 'NN NN', 'money paid for the use of money'
'pursue company leave decision', '', 'VB NN VB NN', '', 'activity, etc. that one gives attention to'
'anticipation mark cross-trading hit', 'rate increase germany', 'NN NN NN VBN', 'NN NN NP', 'money paid for the use of money'
'pursue resigned officer executive', '', 'VB VBD NN NN', '', 'activity, etc. that one gives attention to'
'% 11X4 raising icahn', 'company anticipation stock buy-back', 'NN AB VBG NP', 'NN NN NN NN', 'a share in a company or business'
'', 'financial group extended selected', '', 'JJ NN VBD JJ', 'readiness to give attention'
'optimism buying japanese increased', 'rates may decline', 'NN NN JJ VBN', 'NNS MD VB', 'money paid for the use of money'
'retail glimmers first saw', 'since got new supply', 'JJ NNS JJ VBD', 'IN VBD JJ NN', 'readiness to give attention'
'lowering consider may -', 'rates new tactic', 'VBG VB MD ?', 'NNS JJ NN', 'money paid for the use of money'
'lower speculation fuel added', 'rates', 'JJR NN NN VBN', 'NNS', 'money paid for the use of money'
'lower outlook based boskin', 'rates according japanese news', 'JJR NN VBD NP', 'NNS VBG JJ NN', 'money paid for the use of money'
'short-term', 'rates fell sharply', 'JJ', 'NNS VBD RB', 'money paid for the use of money'
'net winning average', 'cost $ 550 million', 'JJ VBG NN', 'NN NN AB AB', 'money paid for the use of money'
'petroleum occidental', 'oil gas pipelines chemicals', 'NP NP', 'NN NN NNS NNS', 'a share in a company or business'
'lower costs overhead support', 'cost resulting significant positive', 'JJR NNS JJ NN', 'NN VBG JJ JJ', 'money paid for the use of money'
'indications nominations', 'specific areas attractive exploration', 'NNS NNS', 'NN NNS JJ NN', 'readiness to give attention'
'generated areas received nominations', '', 'VBD NNS VBN NNS', '', 'readiness to give attention'
'', 'area expected renewed project', '', 'NN VBN VBN NN', 'readiness to give attention'
'happening Xs competition watch', 'rates general carefully', 'VBG VBZ NN VBP', 'NNS JJ RB', 'money paid for the use of money'
'coX production AND exploration', 'five offshore oil gas', 'NP NP CC NP', 'AB JJ NN NN', 'a share in a company or business'
'caused losses resulting refunds', 'payments debt issued finance', 'VBN NNS VBG NNS', 'NNS NN VBN VB', 'money paid for the use of money'
'banks given exclusion %', 'loans used acquire securities', 'NNS VBN NN NN', 'NNS VBN VB NNS', 'money paid for the use of money'
'cash postpone bonds zero-coupon', 'payments', 'NN VBP NNS JJ', 'NNS', 'money paid for the use of money'
'cellular sell plans also', 'southeast $ 1X3 billion', 'JJ VB VBZ RB', 'NP NN AB AB', 'a share in a company or business'
'Xs bush mrX yet', 'cw ban prevented reagan', 'POS NP NP RB', 'NP NN VBD NP', 'readiness to give attention'
'national uXsX', 'headed possibly fatal head-on', 'JJ NP', 'VBN RB JJ JJ', 'advantage, advancement or favor'
'insurance % 50 acquire', 'cieX navigation mixte 6X5', 'NN NN AB VB', 'NP NP NP AB', 'a share in a company or business'
'speculative end raiders potential', 'led flurries *interest stock', 'JJ VB NNS JJ', 'VBN NNS NN NN', 'readiness to give attention'
'flurries led *interest speculative', 'stock past year', 'NNS VBN NN JJ', 'NN JJ NN', 'readiness to give attention'
'insurance much-coveted Xs group', 'hands powerful ally mrX', 'NN JJ POS NN', 'NNS JJ NN NP', 'a share in a company or business'
'french existing transfer plan', 'new holding company', 'JJ VBG VB VB', 'JJ VBG NN', 'a share in a company or business'
'rate fixed % 6X25', 'put loans', 'NN VBN NN AB', 'VB NNS', 'money paid for the use of money'
'domestic said', 'rates dropped 20 %', 'JJ VBD', 'NNS VBN AB NN', 'money paid for the use of money'
'uXsX', 'lies continuing competition mrX', 'NP', 'VBZ VBG NN NP', 'advantage, advancement or favor'
'industrial-gas Xs amerigas sold', 'using proceeds mainly expand', 'JJ POS NP VBN', 'VBG NNS RB VB', 'a share in a company or business'
