% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'$ 200 million', 'depreciation taxes', 'NN AB AB', 'NN NNS', 'money paid for the use of money'
'profits', 'taxes depcreciation generally', 'NNS', 'NNS NN RB', 'money paid for the use of money'
'tax deductibility certain', 'payments original-issue discounts', 'NN NN JJ', 'NNS JJ NNS', 'money paid for the use of money'
'amount plus accrued', '$ 20 per', 'NN CC JJ', 'NN AB IN', 'money paid for the use of money'
'airline industry public', '', 'NN NN JJ', '', 'advantage, advancement or favor'
'real blow public', '', 'JJ NN JJ', '', 'advantage, advancement or favor'
'six times earnings', 'taxes depreciation', 'AB NNS NNS', 'NNS NN', 'money paid for the use of money'
'rejection vilification nXt', 'shareholders noting amr', 'NN NN RB', 'NNS VBG NP', 'advantage, advancement or favor'
'airline industry public', '', 'NN NN JJ', '', 'advantage, advancement or favor'
'company defaulted', 'payments sept', 'NN VBD', 'NNS NP', 'money paid for the use of money'
'another increase british', 'rates - 11th', 'DT NN JJ', 'NNS ? JJ', 'money paid for the use of money'
'bundesbank boost key', 'rates', 'NP VB JJ', 'NNS', 'money paid for the use of money'
'Xs got left', 'rates said shearson', 'POS VBN JJ', 'NNS VBD NP', 'money paid for the use of money'
'attacked problem raising', 'rates consumers buy', 'VBN NN VBG', 'NNS NNS VBP', 'money paid for the use of money'
'peril continuous ratcheting', 'rates produce punishing', 'NN JJ VBG', 'NNS VB JJ', 'money paid for the use of money'
'clients substantial emotional', 'stake', 'NNS JJ JJ', 'NN', 'readiness to give attention'
'', 'rates credit prohibitive', '', 'NNS NN JJ', 'money paid for the use of money'
'gold payments principal', 'required gold bonds', 'JJ NNS NN', 'VBN JJ NNS', 'money paid for the use of money'
'promise pay principal', 'gold', 'NN VB NN', 'NN', 'money paid for the use of money'
'credit lowest possible', 'rate', 'NN JJS JJ', 'NN', 'money paid for the use of money'
'% lowest governmental', 'rate earth including', 'NN JJS JJ', 'NN NN VBG', 'money paid for the use of money'
'soviet gold-backed bonds', 'bonds expected decline', 'JJ JJ NNS', 'NNS VBN VB', 'money paid for the use of money'
'', 'rate soviet bonds', '', 'NN JJ NNS', 'money paid for the use of money'
'10 % expected', 'rate initially around', 'AB NN VBN', 'NN RB IN', 'money paid for the use of money'
'take proportionally higher', 'rates stabilize rate', 'VB RB JJR', 'NNS VB NN', 'money paid for the use of money'
'lot longer expected', 'payment coming decX', 'NN RBR VBN', 'NN VBG NP', 'money paid for the use of money'
'lenders paid lower', 'rate order save', 'NNS VBN JJR', 'NN NN VB', 'money paid for the use of money'
'deposit insurance bonus', 'rates good first', 'NN NN NN', 'NNS JJ JJ', 'money paid for the use of money'
'people express', 'certificates receive detailed', 'NNS VBP', 'NNS VBP VBN', 'readiness to give attention'
'express obviously big', 'protecting reputation', 'NP RB JJ', 'VBG NN', 'advantage, advancement or favor'
'augmented eye-catching first-year', 'rate 12 %', 'VBN JJ JJ', 'NN AB NN', 'money paid for the use of money'
'offer', 'rates fixed time', 'VBP', 'NNS VBN NN', 'money paid for the use of money'
'objects committee Xs', '', 'NNS NN POS', '', 'activity, etc. that one gives attention to'
'brokers seeking high', 'rates contributed current', 'NNS VBG JJ', 'NNS VBD JJ', 'money paid for the use of money'
'zero-coupon securities pay', 'periodically', 'JJ NNS VB', 'RB', 'money paid for the use of money'
'1989 series current', 'bonds due 1993-1999', 'AB NP JJ', 'NNS JJ AB', 'money paid for the use of money'
'', 'bonds treated preference', '', 'NNS VBN NN', 'money paid for the use of money'
'amortization homeowners make', 'shortfalls cash', 'NN NNS VB', 'NNS NN', 'money paid for the use of money'
'foresters express great', 'knowing redwoods mention', 'NNS VBP JJ', 'VBG NNS VBP', 'readiness to give attention'
'sharpened fears uXkX', 'rates soon rise', 'VBD NNS NP', 'NNS RB VB', 'money paid for the use of money'
'said prospective', 'rate increase bundesbank', 'VBD JJ', 'NN NN NP', 'money paid for the use of money'
'investor', 'yesterday centered companies', 'NN', 'NN VBD NNS', 'readiness to give attention'
'investor', 'blossomed early trading', 'NN', 'VBD JJ VBG', 'readiness to give attention'
'increase west german', 'rates put pressure', 'NN JJ JJ', 'NNS VB NN', 'money paid for the use of money'
'*interested buying brewing', 'leisure food drinks', 'VBN VBG NN', 'NN NN NNS', 'a share in a company or business'
'slim total return', 'income', 'JJ JJ NN', 'NN', 'money paid for the use of money'
'rising', 'rates also hammered', 'VBG', 'NNS RB VBD', 'money paid for the use of money'
'discount nXt pay', 'mature thus affected', 'NN RB VB', 'VBP RB VBN', 'money paid for the use of money'
'15 months rising', 'rates', 'AB NNS VBG', 'NNS', 'money paid for the use of money'
'predict inflationary signs', 'rates remain high', 'VBP JJ NNS', 'NNS VB JJ', 'money paid for the use of money'
'bundesbank push short-term', 'rates higher today', 'NP VB JJ', 'NNS RBR NN', 'money paid for the use of money'
'left pursue personal', '', 'VBD VB JJ', '', 'activity, etc. that one gives attention to'
'steady sales meet', 'payments valued highly', 'JJ NNS VB', 'NNS VBN RB', 'money paid for the use of money'
'nXt incurred hefty', 'expense debt load', 'RB VBN JJ', 'NN NN NN', 'money paid for the use of money'
'project moves academic', '', 'NN VBZ JJ', '', 'readiness to give attention'
'protect maintaining security', 'property participating management', 'VB VBG NN', 'NN VBG NN', 'a share in a company or business'
'overseas studies draw', 'colleges fall', 'JJ NNS VBP', 'NNS NN', 'readiness to give attention'
'taking japanese sheer', 'says pace university', 'VBG NP JJ', 'VBZ NP NP', 'readiness to give attention'
'expects increase german', 'rates', 'VBZ NN JJ', 'NNS', 'money paid for the use of money'
'editor said short-term', 'rates picked little', 'NN VBD JJ', 'NNS VBN JJ', 'money paid for the use of money'
'money managers think', 'rates headed', 'NN NNS VBP', 'NNS VBN', 'money paid for the use of money'
'compound yield assumes', 'rate remains unchanged', 'NN NN VBZ', 'NN VBZ JJ', 'money paid for the use of money'
'plus 3 %', '', 'IN AB NN', '', 'money paid for the use of money'
'consistent professional personal', '', 'JJ JJ JJ', '', 'activity, etc. that one gives attention to'
'corpX agreed buy', 'pay-per-view network incX', 'NP VBD VB', 'NP NP NP', 'a share in a company or business'
'brown resigned re-evaluate', 'goals explore number', 'NP VBD JJ', 'NNS VB NN', 'activity, etc. that one gives attention to'
'issues sensitive changes', 'rates biggest gainers', 'NNS JJ NNS', 'NNS JJS NNS', 'money paid for the use of money'
'conditions brought high', 'rates rising wage', 'NNS VBD JJ', 'NNS VBG NN', 'money paid for the use of money'
'52-week tuesday stirred', 'among bottom-fishers', 'JJ NP VBD', 'IN NNS', 'readiness to give attention'
'orleans client exchange', 'reconstructed restaurant', 'NP NN NN', 'JJ NN', 'a share in a company or business'
'protect funds important', '', 'VB NNS JJ', '', 'advantage, advancement or favor'
'australian newspaper perth', 'bell resources ltd', 'JJ NN NP', 'NP NP NP', 'a share in a company or business'
'1999 accrued unpaid', 'together 1989 coupon', 'AB JJ JJ', 'RB AB NN', 'money paid for the use of money'
'june failed make', 'payments nearly $', 'NP VBD VB', 'NNS RB NN', 'money paid for the use of money'
'news economy foreign', 'rates', 'NN NN JJ', 'NNS', 'money paid for the use of money'
'say midwest general', 'keeping american manufacturing', 'VB NP JJ', 'VBG JJ NN', 'readiness to give attention'
'monetary policy allow', 'rates somewhat lower', 'JJ NN VB', 'NNS RB JJR', 'money paid for the use of money'
'braced possible increase', 'rates', 'VBD JJ NN', 'NNS', 'money paid for the use of money'
'crew-pairing issue stirring', 'among safety investigators', 'JJ NN VBG', 'IN NN NNS', 'readiness to give attention'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'bank said high', 'rates recent poor', 'NP VBD JJ', 'NNS JJ JJ', 'money paid for the use of money'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'amount plus accrued', 'novX 15', 'NN CC JJ', 'NP AB', 'money paid for the use of money'
'paved way revival', 'theology religious philosophy', 'VBN NN NN', 'NN JJ NN', 'readiness to give attention'
'noting vast difference', 'gleefully remarked difficulties', 'VBG JJ NN', 'RB VBD NNS', 'readiness to give attention'
'richmond vaX unsecured', 'rates prime rate', 'NP NP JJ', 'NNS JJ NN', 'money paid for the use of money'
'federal government reduced', 'rate', 'JJ NN JJ', 'NN', 'money paid for the use of money'
'company exploit congressional', 'bolar', 'NN VB JJ', 'NP', 'readiness to give attention'
'fda find study', 'warner-lambert official says', 'NP VB NN', 'NP NN VBZ', 'quality of causing attention to be given to'
'Xs counting increasing', 'americans things soviet', 'VBZ VBG VBG', 'NPS NNS JJ', 'readiness to give attention'
'nepalese expressed', 'obtaining weapons 25,000-man', 'NPS VBN', 'VBG NNS JJ', 'readiness to give attention'
'agreement acquire controlling', 'management clyde cablevision', 'NN VB JJ', 'NN NP NP', 'a share in a company or business'
'reserve cut short-term', 'rates turn boost', 'NP VB JJ', 'NNS NN VB', 'money paid for the use of money'
'nXt able cut', 'rates fast enough', 'RB JJ VB', 'NNS RB RB', 'money paid for the use of money'
'bank raise key', 'rates least half', 'NN VB JJ', 'NNS JJS DT', 'money paid for the use of money'
'higher', 'rates abroad tend', 'JJR', 'NNS RB VBP', 'money paid for the use of money'
'stock offering best', 'mrX wisner shareholders', 'NN NN JJS', 'NP NP NNS', 'advantage, advancement or favor'
'offset extent reported', 'earned foreign-exchange holdings', 'VBN NN VBN', 'VBN NN NNS', 'money paid for the use of money'
'Xs policy pushing', 'rates march 1988', 'POS NN VBG', 'NNS NP AB', 'money paid for the use of money'
'sectors closely influenced', 'rates purchases frequently', 'NNS RB VBN', 'NNS NNS RB', 'money paid for the use of money'
'motors ford Xs', 'european luxury-car maker', 'NPS NP POS', 'JJ NN NN', 'readiness to give attention'
'companies expressed', 'buying significant stake', 'NNS VBN', 'VBG JJ NN', 'readiness to give attention'
'shortages keep', 'pumped nintendo products', 'NNS VBP', 'VBD NP NNS', 'readiness to give attention'
'average', 'rate inched 8X793', 'JJ', 'NN VBD AB', 'money paid for the use of money'
'many companies especially', 'declining property market', 'JJ NNS RB', 'VBG NN NN', 'a share in a company or business'
'new york franchise', '$ 1X9 billion', 'NP NP NN', 'NN AB AB', 'a share in a company or business'
'kentucky tennessee large', 'biggest market all-new', 'NP NP JJ', 'JJS NN NP', 'a share in a company or business'
'buy metromedia Xs', 'analysts expect lin', 'VB NP POS', 'NNS VBP NP', 'a share in a company or business'
'50 % voting', '45X67 % equity', 'AB NN NN', 'AB NN NN', 'a share in a company or business'
'45X67 % equity', 'new york city', 'AB NN NN', 'NP NP NP', 'a share in a company or business'
'50 % voting', '45 % equity', 'AB NN NN', 'AB NN NN', 'a share in a company or business'
'45 % equity', 'franchise', 'AB NN NN', 'NN', 'a share in a company or business'
'york franchise expressed', 'attaining remainder market', 'NP NN VBN', 'VBG NN NN', 'readiness to give attention'
'Xs new york', '', 'POS NP NP', '', 'a share in a company or business'
'york-based metromedia Xs', 'bellsouth object price', 'JJ NP POS', 'NP VB NN', 'a share in a company or business'
'acquire metromedia Xs', 'ironic thing mccaw', 'VB NP POS', 'JJ NN NP', 'a share in a company or business'
'addition', 'las vegas real', 'NN', 'NP NP JJ', 'a share in a company or business'
'million individuals hold', 'partnerships everything shopping', 'AB NNS VBP', 'NNS NN NN', 'a share in a company or business'
'employer numbers payers', 'dividends', 'NN NNS NNS', 'NNS', 'money paid for the use of money'
'doctors X private', 'exempt funds exempt', 'NNS POS JJ', 'JJ NNS JJ', 'activity, etc. that one gives attention to'
'68X3 million equity', 'australian operations repayment', 'AB AB NN', 'JJ NNS NN', 'a share in a company or business'
'concern possible uXkX', 'rate increase', 'NN JJ NP', 'NN NN', 'money paid for the use of money'
'issues attracted investor', 'strong earning prospects', 'NNS VBD NN', 'JJ NN NNS', 'readiness to give attention'
'fears higher uXkX', 'rates still prevalent', 'NNS JJR NP', 'NNS RB JJ', 'money paid for the use of money'
'markets worry effect', 'rates federal reserve', 'NNS VBP NN', 'NNS NP NP', 'money paid for the use of money'
'attracted considerable investor', '', 'VBN JJ NN', '', 'readiness to give attention'
'commented group indicated', 'investors', 'VBD NN VBN', 'NNS', 'readiness to give attention'
'payment deferred february', 'charge promotion', 'NN VBN NP', 'NN NN', 'money paid for the use of money'
'leave company pursue', '', 'VB NN VB', '', 'activity, etc. that one gives attention to'
'cross-trading mark anticipation', 'rate increase germany', 'NN NN NN', 'NN NN NP', 'money paid for the use of money'
'officer resigned pursue', '', 'NN VBD VB', '', 'activity, etc. that one gives attention to'
'raising 11X4 %', 'company anticipation stock', 'VBG AB NN', 'NN NN NN', 'a share in a company or business'
'', 'financial group extended', '', 'JJ NN VBD', 'readiness to give attention'
'japanese buying optimism', 'rates may decline', 'JJ NN NN', 'NNS MD VB', 'money paid for the use of money'
'first glimmers retail', 'since got new', 'JJ NNS JJ', 'IN VBD JJ', 'readiness to give attention'
'may consider lowering', 'rates new tactic', 'MD VB VBG', 'NNS JJ NN', 'money paid for the use of money'
'fuel speculation lower', 'rates', 'NN NN JJR', 'NNS', 'money paid for the use of money'
'based outlook lower', 'rates according japanese', 'VBD NN JJR', 'NNS VBG JJ', 'money paid for the use of money'
'short-term', 'rates fell sharply', 'JJ', 'NNS VBD RB', 'money paid for the use of money'
'average winning net', 'cost $ 550', 'NN VBG JJ', 'NN NN AB', 'money paid for the use of money'
'occidental petroleum', 'oil gas pipelines', 'NP NP', 'NN NN NNS', 'a share in a company or business'
'overhead costs lower', 'cost resulting significant', 'JJ NNS JJR', 'NN VBG JJ', 'money paid for the use of money'
'nominations indications', 'specific areas attractive', 'NNS NNS', 'NN NNS JJ', 'readiness to give attention'
'received areas generated', '', 'VBN NNS VBD', '', 'readiness to give attention'
'', 'area expected renewed', '', 'NN VBN VBN', 'readiness to give attention'
'competition Xs happening', 'rates general carefully', 'NN VBZ VBG', 'NNS JJ RB', 'money paid for the use of money'
'AND production coX', 'five offshore oil', 'CC NP NP', 'AB JJ NN', 'a share in a company or business'
'resulting losses caused', 'payments debt issued', 'VBG NNS VBN', 'NNS NN VBN', 'money paid for the use of money'
'exclusion given banks', 'loans used acquire', 'NN VBN NNS', 'NNS VBN VB', 'money paid for the use of money'
'bonds postpone cash', 'payments', 'NNS VBP NN', 'NNS', 'money paid for the use of money'
'plans sell cellular', 'southeast $ 1X3', 'VBZ VB JJ', 'NP NN AB', 'a share in a company or business'
'mrX bush Xs', 'cw ban prevented', 'NP NP POS', 'NP NN VBD', 'readiness to give attention'
'uXsX national', 'headed possibly fatal', 'NP JJ', 'VBN RB JJ', 'advantage, advancement or favor'
'50 % insurance', 'cieX navigation mixte', 'AB NN NN', 'NP NP NP', 'a share in a company or business'
'raiders end speculative', 'led flurries *interest', 'NNS VB JJ', 'VBN NNS NN', 'readiness to give attention'
'*interest led flurries', 'stock past year', 'NN VBN NNS', 'NN JJ NN', 'readiness to give attention'
